2/9/16,MTJ,Mitcham Junction,.,4:56:31,0:01:11,3,2552,3,1,33,47.1,15.9,,,
2/9/16,ECR,East Croydon,.,4:56:36,0:00:29,2,2539,3,4,7,10,3.4,,,
2/9/16,LEB,Lebanon Road,.,4:56:44,0:00:20,2,2537,3,0,25,35.7,12,,,
2/9/16,GVH,Gravel Hill,.,4:56:56,0:00:29,3,2544,0,0,3,4.3,1.4,,,
2/9/16,WMB,Wimbledon,A,4:57:23,,3,2546,17,0,18,25.7,8.7,,,
2/9/16,ADV,Addington Village,.,4:57:32,0:00:28,3,2548,10,1,54,77.1,26,,,
2/9/16,WLR,Wellesley Road,.,4:57:46,0:00:15,3,2550,0,3,32,45.7,15.4,,,
2/9/16,GST,George Street,.,4:58:17,0:00:21,3,2541,6,8,55,78.6,26.4,,,
2/9/16,ECR,East Croydon,.,4:58:36,0:00:20,2,2537,1,22,4,5.7,1.9,,,
2/9/16,LEB,Lebanon Road,.,4:58:52,0:00:16,2,2539,0,1,8,11.4,3.8,,,
2/9/16,ADV,Addington Village,.,4:59:21,0:00:15,3,2544,0,2,1,1.4,0.5,,,
2/9/16,ECR,East Croydon,.,4:59:39,0:00:23,3,2550,4,23,13,18.6,6.3,,,
2/9/16,BDL,Beddington Lane,.,4:59:39,0:00:16,3,2552,0,3,30,42.9,14.4,,,
2/9/16,CST,Church Street,.,5:00:01,0:00:17,3,2541,8,0,63,90,30.3,,,
2/9/16,GVH,Gravel Hill,.,5:00:05,0:00:21,3,2548,3,0,57,81.4,27.4,,,
2/9/16,SAN,Sandilands,.,5:00:16,0:00:17,2,2539,1,0,9,12.9,4.3,,,
2/9/16,GST,George Street,.,5:00:28,0:00:08,2,2537,0,2,2,2.9,1,,,
2/9/16,FLW,Fieldway,.,5:00:56,0:00:15,3,2544,1,0,0,0,0,,,
2/9/16,TPL,Therapia Lane,.,5:01:37,0:00:47,3,2552,6,6,30,42.9,14.4,,,
2/9/16,LEB,Lebanon Road,.,5:01:47,0:00:13,3,2550,0,1,12,17.1,5.8,,,
2/9/16,TWR,Centrale,.,5:01:55,0:00:18,3,2530,2,0,2,2.9,1,,,
2/9/16,CST,Church Street,.,5:01:57,0:00:17,2,2537,0,0,2,2.9,1,,,
2/9/16,ADS,Addiscombe,.,5:02:21,0:00:20,2,2539,1,3,7,10,3.4,,,
2/9/16,KHD,King Henry's Drive,.,5:02:31,0:00:24,3,2544,6,2,0,0,0,,,
2/9/16,COO,Coombe Lane,.,5:02:42,0:00:24,3,2548,1,2,58,82.9,27.9,,,
2/9/16,WPK,Wandle Park,.,5:02:51,0:00:16,3,2541,5,2,66,94.3,31.7,,,
2/9/16,AMP,Ampere Way,.,5:03:15,0:00:17,3,2552,2,1,31,44.3,14.9,,,
2/9/16,WCR,West Croydon,.,5:03:23,0:01:08,3,2530,1,0,1,1.4,0.5,,,
2/9/16,TWR,Centrale,.,5:03:29,0:00:32,2,2537,0,0,2,2.9,1,,,
2/9/16,BHL,Blackhorse Lane,.,5:03:40,0:00:18,2,2539,1,1,9,12.9,4.3,,,
2/9/16,MPK,Merton Park,.,5:03:42,0:00:12,3,2546,2,0,18,25.7,8.7,,,
2/9/16,WDM,Waddon Marsh,.,5:04:00,0:00:17,3,2541,2,3,65,92.9,31.3,,,
2/9/16,NAD,New Addington,B,5:04:06,,3,2544,0,0,0,0,0,,,
